命运天盘	第三卷 主宰 第九百六十章 超脱命运（终章 ）	水平面	6366K	13-03-18	已完成
网游植物师	正文 第547章 大结局	不是浮云	4401K	12/11/2007	已完成
重生之无悔人生	第七卷 隆重推荐重生类精品好书，走过路过，千万不能错过……	冷冰寒	5389K	12/5/2007	已完成
间客	第五卷 老猫又有废话说……	猫腻	7438K	12/6/2028	已完成
网游之修罗传说	第十卷 盖亚守护神 火星的网游新作	火星引力	6777K	13-02-13	已完成
冒牌大英雄	第十五卷 7月23 日晚8点，《冒牌大英雄》完本联谊会隆重开启！	七十二编	8500K	12/5/2015	已完成
天才小屁孩	正文 【520】 大结局	我吃葡萄	3704K	12/5/2007	已完成
小军阀	第一卷 《》之大结局	西方蜘蛛	8720K	13-02-22	已完成
火中金莲	第十三卷 新书《仙萨》开始发了	老衲不能吃素	8667K	12/5/2007	已完成
焚天	蛰龙 新书《赤城》上传，求各种捧场	流浪的蛤蟆	4077K	14-11-09	已完成
蛮荒记	第六卷《刹那芳华》 终结篇：尾声	树下野狐	2439K	13-12-03	已完成
钢铁王座	第五卷 英雄到来 完结感言——‘中二五十年’完(15:16)	咆哮的风月	6146K	13-01-04	已完成
风流三国	"第十卷 1月4日晚8点,浴火重生与您相约三江阁!"	浴火重生	3656K	12/5/2018	已完成
魔门风流	第二卷 乱世风云出齐京 第二百零六章 一拳见性，返璞归真！	老去的船长	1405K	13-03-15	已完成
一路拔剑	第二卷 暗藏玄机 第二百五十七章 一个不是结尾的结尾	鲁西平	2201K	13-11-29	已完成
校花的诱惑	正文 第811章 大结局	猪油	4771K	12/11/2026	已完成
史上第一妖	第一卷 电器也疯狂 第一百七十五章 尾声	水善	1246K	14-02-05	已完成
神卡	青铜战士 第六百六十三章 统一原界，镇压诸族！（大结局！）	资产暴增	4410K	13-12-02	已完成
绝代中医	正文 结束感言	涛海	2678K	13-01-06	已完成
长生界	第五卷 我的新书《遮天》已上传，长生界首页有直通车	辰东	6777K	12/5/2003	已完成
魔兽领主	作品设定和外篇 尸巫王的世界没有眼泪(下)	高坡	5425K	12/6/1930	已完成
狼群	正文 尾声	刺血	2259K	12/12/2015	已完成
狗运战神	外篇 外面转悠了4年，回来转转！	灵冰雨	2258K	12/5/2015	已完成
洪荒养鱼专业户	第一卷 第三四九章 镜空不空（尾声）	景元上人	2535K	14-04-17	已完成
逆天升级	正文 第375章 游戏创造者（全书完）	野白菜	3316K	12/12/2029	已完成
星光时代	正文 后记	忧郁的青蛙	2845K	13-01-06	已完成
唯我独尊	正文 第九百五十六章 唯我不变（大结局）	小刀锋利	8557K	12/9/2001	已完成
未来军医	第五卷 第六百六十五章	胜己	5186K	12/5/2002	已完成
大明王侯	第三卷 水深波浪阔 完本感言	贼眉鼠眼	3435K	12/9/2025	已完成
另类杀手艳福星	第八卷 麻烦不断 后记：	天涯孤星	2618K	13-02-01	已完成
布衣官道	正文 第一千二百六十五章 一个传奇…… T	寂寞读南华	9894K	12/5/2005	已完成
黑锅	作品相关 新书《香色倾城》已于五月九日上传。	常书欣	4694K	12/5/2009	已完成
洪荒玄松道	第四章 教化 后记	李色佛	3219K	13-11-25	已完成
混世小农民	正文 新书《官路逍遥》已上传	小农民	4773K	12/5/2007	已完成
通天武皇	卷九 第975章 大结局	寂小贼	6759K	12/5/2007	已完成
国际银行家	正文 新书《国柄》已经上架，请求月票支持！	和佛祖一起打牌	5698K	12/5/2016	已完成
无良皇帝	外篇 大结局 图	傲无常	783K	12/8/2027	已完成
武装风暴	第一卷 六百七十七 我是王动！ 结局	骷髅精灵	4581K	12/5/2003	已完成
网游之盗版神话	网游之盗版神话 第146章我们是神话【大结局】	失落叶	3457K	12/5/2007	已完成
浴火焚神	第二卷 最终章 （结局二）	傲无常	2160K	13-02-01	已完成
大闹西游	正文 第十一章：我想，这就是结局	陈瘦	1295K	13-01-10	已完成
宠物小精灵之精灵猎手	狂龙在野 第四百六十章 火箭队，抉择(完结)	卖女孩的小酸奶	2320K	12/5/2007	已完成
全能炼气士	正文 完本感言，2012的第一天记事	牛肉炖豌豆	4742K	13-01-06	已完成
妻妾成群	正文 大结局【旷北之战，天下太平】终	东门吹牛	5824K	12/5/2007	已完成
重生混元道	第九卷 周成 第九卷周成 第四百七十二章 周成 下《大结局下》【大结局两章都是免费vip】	鱼泪满江	3376K	13-05-29	已完成
生化之我是丧尸	正文 第182章 不是结局的结局	看电视吃瓜子	1892K	12/5/2008	已完成
妖弓	作品相关 新书《光明之翼》	明月夜色	5154K	12/5/2029	已完成
重生一九八五	第二卷 石油计划 啥也不说了!新书上传!!	编织成的梦	8134K	12/5/2007	已完成
极品空间	第一卷 新书发啦	烂笔小秀才	2315K	12/5/2007	已完成
仙遁	正文 第二百九十八章 封禁 终结	蛇吞鲸	2809K	13-12-04	已完成
斗神	火神残卷 第三百九十三章 大结局	失落叶	2291K	13-07-10	已完成
龙翔都市	正文 第568章的决战（大结局）	夜的邂逅	3922K	12/5/2004	已完成
精武门	正文 卧虎功、金刚铁板桥三D图解与求助	格斗家	1757K	13-01-08	已完成
农夫山田有眼泉	正文 新书上传	一步穿杨	1640K	12/5/2007	已完成
凌天传说	第七部 第九十六章 大结局（三）	风凌天下	5126K	12/5/2004	已完成
极道龙尊	历练之旅 算是感言吧！	血魂天下	1581K	12/5/2018	已完成
偷天	第一卷 完本感言	血红	8551K	12/5/2012	已完成
重生之科技巅峰	正文 后记（终结章）	急冻人	4050K	12/5/2004	已完成
随身领取升级礼包	第三卷 缉仙卫指挥使 完本感言	微笑向暖02	3420K	13-01-06	已完成
无限恐怖	第三十七集 生化终战（二） 第十七章：原暗对洪荒……终结与开始（二）	zhttty	5360K	12/5/2003	已完成
邪风曲	第一卷 第511章 大破灭后一曲邪风(大结局)	血红	5975K	12/5/2003	已完成
穿越之弄潮者	正文 四百四十章 见	作爱枫林	2385K	12/10/2018	已完成
机动风暴	第二卷 第六百六十九章 神话	骷髅精灵	5799K	12/5/2003	已完成
修神	第三卷 无上玄阳 本人新作《君仙》—【修体炼魄，以力证道】	风起闲云	6528K	12/9/2023	已完成
空速星痕	正文 尾声	唐家三少	3427K	12/5/2003	已完成
至尊医仙	正文 第448章 彻底的疯狂（全书完）	落地为仙	3875K	13-02-28	已完成
无限群芳谱	第十卷 无限之光 本人新书直通车	蛊真人	2407K	12/5/2007	已完成
疯狂维修工	正文 732 大结局	权心权意	3369K	14-03-25	已完成
重生之玩物人生	正文 第三百二十三章 大结局——完	尝谕	2846K	12/5/2003	已完成
国企风流	正文 国企将不日出版，请大大们支持！！！	同舟共济	3615K	12/5/2007	已完成
足球之谁是王者	第一卷 第三百六十六章 大结局(烂尾)	风再起时	4082K	12/8/2007	已完成
戒指也疯狂	激情 第五百六十五章 结局：大被同眠	四排长	14938K	12/5/2011	已完成
致命武力之新世界	第五卷 鹿鼎记 772 我输了，我赢了，还有……——大结局(下)	实在没选择	5498K	12/7/2004	已完成
重生之官道	正文 第八篇 (完结）	录事参军	10368K	12/5/2005	已完成
界王	第一卷 第三百二十五章 幸福（完本）	骷髅精灵	2809K	12/5/2002	已完成
网游之重现神话	正文 第003章(求推荐、收藏)(修)	绛紫色	4246K	12/5/2028	已完成
王牌进化	正文 第九十章 大结局	卷土	8727K	12/5/2003	已完成
超级吸收	第一卷 第454章 无尽的传说（大结局）	曾经拥有的方向感	3203K	12/5/2004	已完成
中国龙组	正文 新书《隐龙变》火热上传中	风华爵士	4028K	12/5/1931	已完成
末世超级商人	第一卷 第520章 终章（全书完）	雨水	4292K	12/5/2003	已完成
邪龙道	第三卷 第五百一十章 大崩解！归去！（大结局）	血红	8380K	12/5/2003	已完成
都市之纨绔天才	第三卷 第八百五十九章 终章	九月阳光	5778K	12/5/2002	已完成
飞升之后	第二卷 神魔之战 终章 三位一体【大结局】（二）	皇甫奇	7093K	12/5/2003	已完成
无上真身	第四卷 圣月 新书《一剑凌尘》上传！	乘风御剑	4074K	12/5/2007	已完成
武新版红双喜	第三卷 乱世霸主 第338章，终于圆满(大结局)	任怨	5350K	12/9/2025	已完成
龙王的女婿	第二卷 第七百九十三章 圆满（大结局）	龙王的贤婿	5902K	13-10-27	已完成
史上第一掌门	第一卷 武界 后记	冥域天使	6082K	12/5/2002	已完成
一路彩虹	正文 新书《大争之世》公告	月关	3106K	12/5/2015	已完成
超级进化者	第九集 浩瀚神界 第二百五十二章 神核，正神	剑游太虚	1534K	12/5/2002	已完成
泣血的军魂	第六卷 终章 作品完成的话！	恋燕石	2447K	12/5/2006	已完成
官气	第二卷 书后的一些感想	鸿蒙树	12422K	12/5/2014	已完成
财色	第五卷 财富的盛宴 第一千二百二十九章 云不淡，风不清，人未老《终章》	叨狼	12718K	12/5/2005	已完成
超级成长	第一卷 新书《乐皇朝》	天生小人物	4122K	12/5/2007	已完成
人欲	第二卷 小白正传 284、仙踪飞尽羽衣飘（大结局）	徐公子胜治	3418K	13-01-27	已完成
寸芒	第十二集 极点寸芒 第三十七章 极点寸芒 （大结局）	我吃西红柿	4073K	12/5/2002	已完成
调教初唐	正文 白天有事，晚上会有更，报歉	晴了	8772K	13-04-10	已完成
灵罗戒	第一卷 第一千一百一十七章 大结局	夜·水寒	7604K	12/5/2003	已完成
炼宝专家	正文 第三百八十九章 【大结局】	风起闲云	3497K	12/10/2020	已完成
越界	第十五集 终始之卷 第三百章 终与始(下)	牛语者	2211K	13-05-16	已完成
仙鸿路	第四卷 天琴内海 【大结局;终章】	快餐店	9237K	12/5/2003	已完成
混沌雷修	正文 本人新书召唤美女军团已经上传	写字板	6827K	12/5/2009	已完成
网游之无限秒杀	第八部 最终圣战 完本感言及新书导航	忧伤吉他	14765K	12/12/2025	已完成
花仙子养成专家	正文 大结局永恒的真谛	大荒神雷	9931K	12/5/2015	已完成
兴唐	正文 第一百八十章 合(八、大结局)	午后方晴	5653K	12/5/2008	已完成
无限奇迹	第五卷 无双世界的融合 完本了！	怒凉	3605K	12/8/2006	已完成
御医	正文 第1章回国(修改)	夜的邂逅	5686K	12/6/2022	已完成
万字旗下的第三帝国	正文 荣誉新书《汉血》	荣誉与忠诚	2252K	12/5/2007	已完成
卡车风暴	正文 全本感言	赵大顺	2613K	13-12-08	已完成
火影之双狐相伴	正文 关于终于完本的感言	鸣影	2122K	12/5/2007	已完成
韩娱之聆听	正文 结束语	聆听少时	2845K	12/11/2014	已完成
星武战神	第三卷 新书(天窥)已上传	逆流双鱼	1202K	12/5/2007	已完成
未来巨星在都市	第一卷 新书《天娇谱》已上传！	九月阳光	2548K	12/5/2007	已完成
火影之漩涡六道	正文 开新书了！！《火影之漩涡漩涡》	寡欢失途	548K	12/5/2007	已完成
仙王（果核里）	第1卷 完本感言~	果核里	6120K	12/6/2015	已完成
重生1994之足坛风云Ⅱ	第五卷 飞龙在天 新书上传，绿茵彗星，请求支持！	郭怒	7013K	12/5/2007	已完成
张三丰弟子现代生活录	第一卷 结束感言和新书预告	断桥残雪	4481K	12/5/2014	已完成
异世之东方黑龙	第四卷 新书《超级魂装》	瞑黯	2285K	12/5/2007	已完成
重生之完美一生	第一卷 第五百一十章 大结局	孓无我	4671K	12/5/2003	已完成
气冲星河	第一卷 气冲星河 结局感谢，以及新书发布！	犁天	7453K	12/9/2019	已完成
大师风流	正文 新书《北斗神童》	青冥	1884K	12/5/2007	已完成
异界之逆天衙内	正文 第0360章 绝代天枭（大结局）	继续倔强	2608K	12/12/2028	已完成
我的老婆是女警	正文 后记 恍若初见	木士	2858K	13-11-25	已完成
重生之我要做太子	正文 太子总结以及新书预告	萧瑟朗	6401K	13-02-19	已完成
娱乐之子	第三卷 远航 世界是个圆 第九十六章 大结局(终)	电力拖动	1178K	12/5/2007	已完成
星御	正文 新书已上传，书名《武碎天辰》	七月火	4198K	12/5/2007	已完成
抗日之铁血远征军	正文 第五百四十三章 结局	骠骑	4266K	13-05-26	已完成
天下	卷九 后记暨完本感言	高月	7088K	12/7/2014	已完成
寻仙卷	正文 第一章，仙之大陆，仙都国	唯易永恒	2260K	12/5/2007	已完成
天下无双	第二卷 完本感言与本人新书推荐	任怨	4712K	13-10-27	已完成
调教太平洋	第六卷 远东第一战 河马新书《辛亥大英雄》求包养中！！	河马散人	8247K	12/5/2015	已完成
强殖战士	正文 新书上传《杀戮王座》，请捧场，砖头也行！	末日教主	1886K	12/5/2007	已完成
暴猿王	第二卷 云州乱 大结局（抱歉）	寂夜惊雷	625K	13-12-10	已完成
星墓	第五卷 【十分重要，闲云拜请】	风起闲云	2410K	12/5/2008	已完成
